name,entry_id,icsd_id,composition_generic,unit_cell,sites
HoSi,19859,154700,AB,"[[0.0, 0.0, 3.820275], [4.249896, 0.0, 0.0], [2.124948, 5.249279, 0.0]]","['Ho @ 0.25 0.859 0.282', 'Ho @ 0.75 0.141 0.718', 'Si @ 0.75 0.423 0.154', 'Si @ 0.25 0.577 0.846']"
TiAg,27645,605934,AB,"[[2.898915, 0.0, 0.0], [0.0, 2.898915, 0.0], [0.0, 0.0, 8.188523]]","['Ag @ 0.75 0.75 0.37', 'Ag @ 0.25 0.25 0.63', 'Ti @ 0.25 0.25 0.113', 'Ti @ 0.75 0.75 0.887']"
SrSi,14241,78997,AB,"[[0.0, 0.0, 4.046097], [4.821395, 0.0, 0.0], [2.410697, 5.675745, 0.0]]","['Si @ 0.75 0.436 0.129', 'Si @ 0.25 0.564 0.871', 'Sr @ 0.25 0.861 0.279', 'Sr @ 0.75 0.139 0.721']"
LiMg2Tl,17588,104752,ABC2,"[[3.46875, -3.46875, 0.0], [-3.46875, 0.0, -3.46875], [3.46875, 3.46875, 0.0]]","['Li @ 0.5 0 0.5', 'Mg @ 0.75 0.5 0.25', 'Mg @ 0.25 0.5 0.75', 'Tl @ 0 0 0']"
NaAuC2,25372,411254,ABC2,"[[3.735099, 0.0, 0.0], [0.0, 3.735099, 0.0], [0.0, 0.0, 5.24299]]","['Au @ 0 0 0', 'C @ 0 0 0.381', 'C @ 0 0 0.619', 'Na @ 0.5 0.5 0.5']"
Nb3Si,18875,108629,AB3,"[[4.074602, 0.0, 0.0], [0.0, 4.074602, 0.0], [0.0, 0.0, 4.074602]]","['Nb @ 0.5 0.5 0', 'Nb @ 0.5 0 0.5', 'Nb @ 0 0.5 0.5', 'Si @ 0 0 0']"
BRh,19391,150732,AB,"[[-1.691079, -2.93, 0.0], [-1.691079, 2.93, 0.0], [0.0, 0.0, -4.157425]]","['B @ 0.5 0.5 0', 'B @ 0.5 0.5 0.5', 'Rh @ 0.167 0.833 0.25', 'Rh @ 0.833 0.167 0.75']"
CsIO3,6316,33665,ABC3,"[[4.514327, 0.0, 0.0], [0.0, 4.514327, 0.0], [0.0, 0.0, 4.514327]]","['Cs @ 0 0 0', 'I @ 0.5 0.5 0.5', 'O @ 0.5 0 0', 'O @ 0 0.5 0', 'O @ 0 0 0.5']"
NaTaO3,5554,28617,ABC3,"[[3.948723, 0.0, 0.0], [0.0, 3.948723, 0.0], [0.0, 0.0, 3.948723]]","['Na @ 0 0 0', 'O @ 0.5 0.5 0', 'O @ 0.5 0 0.5', 'O @ 0 0.5 0.5', 'Ta @ 0.5 0.5 0.5']"
FeCu2Sn,19460,151206,ABC2,"[[3.06184, -3.06184, 0.0], [-3.06184, 0.0, -3.06184], [3.06184, 3.06184, 0.0]]","['Cu @ 0.75 0.5 0.25', 'Cu @ 0.25 0.5 0.75', 'Fe @ 0.5 0 0.5', 'Sn @ 0 0 0']"
VIr,17531,104590,AB,"[[0.0, 0.0, 2.802653], [2.898315, -3.359425, 0.0], [2.898315, 3.359425, 0.0]]","['Ir @ 0.5 0.784 0.216', 'Ir @ 0.5 0.216 0.784', 'V @ 0 0.297 0.297', 'V @ 0 0.703 0.703']"
RbCuC2,24544,391119,ABC2,"[[4.480101, 0.0, 0.0], [0.0, 4.480101, 0.0], [0.0, 0.0, 4.936602]]","['C @ 0 0 0.373', 'C @ 0 0 0.627', 'Cu @ 0 0 0', 'Rb @ 0.5 0.5 0.5']"
CuBr,5763,30091,AB,"[[4.127403, 0.0, 0.0], [-2.063702, 3.574421, 0.0], [0.0, 0.0, 6.35814]]","['Br @ 0.333 0.667 0', 'Br @ 0.667 0.333 0.5', 'Cu @ 1 1 0', 'Cu @ 9.79e-06 1.96e-05 0.5']"
CuSe,20637,162904,AB,"[[3.759653, 0.0, 0.0], [0.0, 3.759653, 0.0], [0.0, 0.0, 5.367282]]","['Cu @ 0 0 0', 'Cu @ 0.5 0.5 0', 'Se @ 0 0.5 0.289', 'Se @ 0.5 0 0.711']"
NdMg3,30719,642673,AB3,"[[3.710767, -3.710767, 0.0], [-3.710767, 0.0, -3.710767], [3.710767, 3.710767, 0.0]]","['Mg @ 0.75 0.5 0.25', 'Mg @ 0.5 0 0.5', 'Mg @ 0.25 0.5 0.75', 'Nd @ 0 0 0']"
TaNi3,17829,105390,AB3,"[[-3.625385, 0.0, 0.0], [0.0, -3.625385, 0.0], [1.812693, 1.812693, 3.734386]]","['Ni @ 0.5 0.5 0', 'Ni @ 0.75 0.25 0.5', 'Ni @ 0.25 0.75 0.5', 'Ta @ 0 0 0']"
BaAlGeH,23725,260471,ABCD,"[[4.366797, -3e-06, 5e-06], [-2.183401, 3.781761, 0.0], [6e-06, 3e-06, 5.233501]]","['Al @ 0.667 0.333 0.539', 'Ba @ -1.69e-11 -7.58e-12 9.55e-06', 'Ge @ 0.333 0.667 0.455', 'H @ 0.667 0.333 0.871']"
CuTe,7828,42591,AB,"[[3.156671, 0.0, 0.0], [0.0, 4.054897, 0.0], [0.0, 0.0, 7.035213]]","['Cu @ 0 0.5 0.456', 'Cu @ 0.5 0 0.544', 'Te @ 0 0 0.223', 'Te @ 0.5 0.5 0.777']"
AgSbTe2,21688,170663,ABC2,"[[2.16695, -3.753268, 0.0], [-2.16695, -3.753268, 0.0], [0.0, 2.502178, -7.002903]]","['Ag @ 0.5 0.5 0.5', 'Sb @ 0 0 0', 'Te @ 0.754 0.754 0.262', 'Te @ 0.246 0.246 0.738']"
LiGa2Pd,18358,106712,ABC2,"[[3.070638, -3.070638, 0.0], [-3.070638, 0.0, -3.070638], [3.070638, 3.070638, 0.0]]","['Ga @ 0.75 0.5 0.25', 'Ga @ 0.25 0.5 0.75', 'Li @ 0 0 0', 'Pd @ 0.5 0 0.5']"
NaTlO2,4772,25510,ABC2,"[[-3.372404, 0.0, 0.0], [1.686202, -2.920587, 0.0], [-1.686202, 0.973529, 5.460417]]","['Na @ 0.5 0.5 0.5', 'O @ 0.257 0.743 0.23', 'O @ 0.743 0.257 0.77', 'Tl @ 0 0 0']"
NpGa3,18367,106744,AB3,"[[4.2555, 0.0, 0.0], [0.0, 4.2555, 0.0], [0.0, 0.0, 4.2555]]","['Ga @ 0.5 0.5 0', 'Ga @ 0.5 0 0.5', 'Ga @ 0 0.5 0.5', 'Np @ 0 0 0']"
TiSb,13749,76406,AB,"[[4.037234, 0.0, 0.0], [-2.018617, 3.496487, 0.0], [0.0, 0.0, 6.240233]]","['Sb @ 0.333 0.667 0.25', 'Sb @ 0.667 0.333 0.75', 'Ti @ 0 0 0', 'Ti @ 0 0 0.5']"
CsPbI3,20436,161481,ABC3,"[[6.361967, 0.0, 0.0], [0.0, 6.361967, 0.0], [0.0, 0.0, 6.361967]]","['Cs @ 0.5 0.5 0.5', 'I @ 0.5 0 0', 'I @ 0 0.5 0', 'I @ 0 0 0.5', 'Pb @ 0 0 0']"
Cu2NiSn,19462,151208,ABC2,"[[3.023791, -3.023791, 0.0], [-3.023791, 0.0, -3.023791], [3.023791, 3.023791, 0.0]]","['Cu @ 0.75 0.5 0.25', 'Cu @ 0.25 0.5 0.75', 'Ni @ 0.5 0 0.5', 'Sn @ 0 0 0']"
TiPd,21291,167649,AB,"[[2.780229, 0.004827, 0.0], [-0.251828, 4.876457, 0.0], [0.0, 0.0, 4.579307]]","['Pd @ 0.00889 0.686 0.25', 'Pd @ 0.991 0.314 0.75', 'Ti @ 0.453 0.199 0.25', 'Ti @ 0.547 0.801 0.75']"
TlCdS2,3872,20320,ABC2,"[[3.918944, 1e-06, -1e-06], [-1.959471, 3.393904, 0.0], [3e-06, 1e-06, 6.932337]]","['Cd @ 0 0 0', 'S @ 0.333 0.667 0.224', 'S @ 0.667 0.333 0.776', 'Tl @ 1.02e-06 2.8e-06 0.5']"
NaVO2,26833,420137,ABC2,"[[-1.515337, 2.624641, 0.0], [3.030674, 0.0, 0.0], [1.515337, -0.87488, -5.338906]]","['Na @ 0 0 0', 'O @ 0.765 0.235 0.294', 'O @ 0.235 0.765 0.706', 'V @ 0.5 0.5 0.5']"
FeTe,10083,56142,AB,"[[4.043846, 0.0, 0.0], [-2.021923, 3.502412, 0.0], [0.0, 0.0, 5.077846]]","['Fe @ 0 0 0', 'Fe @ 0 0 0.5', 'Te @ 0.333 0.667 0.25', 'Te @ 0.667 0.333 0.75']"
LiTiS2,30684,642322,ABC2,"[[3.424108, -6e-06, -7e-06], [-1.712059, 2.965374, 0.0], [-8e-06, -5e-06, 6.196019]]","['Li @ 1.59e-06 8.43e-07 0.5', 'S @ 0.333 0.667 0.238', 'S @ 0.667 0.333 0.762', 'Ti @ 0 0 0']"
HfAu,28171,611959,AB,"[[3.491369, 0.0, 0.0], [0.0, 3.491369, 0.0], [0.0, 0.0, 6.349489]]","['Au @ 0.75 0.75 0.371', 'Au @ 0.25 0.25 0.629', 'Hf @ 0.25 0.25 0.147', 'Hf @ 0.75 0.75 0.853']"
AgPt3,10664,58347,AB3,"[[3.999774, 0.0, 0.0], [0.0, 3.999774, 0.0], [0.0, 0.0, 3.999774]]","['Ag @ 0 0 0', 'Pt @ 0.5 0.5 0', 'Pt @ 0.5 0 0.5', 'Pt @ 0 0.5 0.5']"
CuO2,16596,96699,AB2,"[[3.048788, 0.0, -0.485638], [1.524393, -2.64967, -0.242819], [-0.729184, 0.0, -3.677344]]","['Cu @ 0 0 0', 'O @ 0.502 0 0.314', 'O @ 0.498 0 0.686']"
AlCuSe2,21057,165741,ABC2,"[[3.257342, -3.257342, 0.0], [-3.257342, 0.0, -3.257342], [3.257342, 3.257342, 0.0]]","['Al @ 0.5 0 0.5', 'Cu @ 0 0 0', 'Se @ 0.75 0.5 0.25', 'Se @ 0.25 0.5 0.75']"
Re3N,22378,181875,AB3,"[[2.825048, 0.0, 0.0], [-1.412524, 2.446532, 0.0], [0.0, 0.0, 7.15779]]","['N @ 0.667 0.333 0', 'Re @ 0.333 0.667 0.199', 'Re @ 0.667 0.333 0.5', 'Re @ 0.333 0.667 0.801']"
Ce3Pb,18794,108259,AB3,"[[5.079244, 0.0, 0.0], [0.0, 5.079244, 0.0], [0.0, 0.0, 5.079244]]","['Ce @ 0.5 0.5 0', 'Ce @ 0.5 0 0.5', 'Ce @ 0 0.5 0.5', 'Pb @ 0 0 0']"
TiNi,21106,166011,AB,"[[2.749089, 0.0, 0.0], [0.0, 4.600596, 0.0], [0.0, 0.0, 4.214305]]","['Ni @ 0 0.684 0.25', 'Ni @ 0 0.316 0.75', 'Ti @ 0.5 0.219 0.25', 'Ti @ 0.5 0.781 0.75']"
IrW,17534,104596,AB,"[[4.480518, 0.0, 0.0], [0.0, 2.782467, 0.0], [0.0, 0.0, 4.855399]]","['Ir @ 0.75 0.5 0.324', 'Ir @ 0.25 0.5 0.676', 'W @ 0.25 0 0.172', 'W @ 0.75 0 0.828']"
VSe,20632,162898,AB,"[[3.598959, 0.0, 0.0], [0.0, 3.598959, 0.0], [0.0, 0.0, 6.319443]]","['Se @ 0 0.5 0.273', 'Se @ 0.5 0 0.727', 'V @ 0 0 0', 'V @ 0.5 0.5 0']"
FeNiPt2,7817,42564,ABC2,"[[3.858739, 0.0, 0.0], [0.0, 3.858739, 0.0], [0.0, 0.0, 3.671694]]","['Fe @ 0 0 0', 'Ni @ 0.5 0.5 0', 'Pt @ 0.5 0 0.5', 'Pt @ 0 0.5 0.5']"
LiPd2Pb,17595,104767,ABC2,"[[3.241568, -3.241568, 0.0], [-3.241568, 0.0, -3.241568], [3.241568, 3.241568, 0.0]]","['Li @ 0.5 0 0.5', 'Pb @ 0 0 0', 'Pd @ 0.75 0.5 0.25', 'Pd @ 0.25 0.5 0.75']"
KNa2Sb,8367,44332,ABC2,"[[3.846411, -3.846411, 0.0], [-3.846411, 0.0, -3.846411], [3.846411, 3.846411, 0.0]]","['K @ 0.5 0 0.5', 'Na @ 0.75 0.5 0.25', 'Na @ 0.25 0.5 0.75', 'Sb @ 0 0 0']"
ScBiO3,20169,158759,ABC3,"[[4.045754, 0.0, 0.0], [0.0, 4.045754, 0.0], [0.0, 0.0, 4.045754]]","['Bi @ 0.5 0.5 0.5', 'O @ 0.5 0 0', 'O @ 0 0.5 0', 'O @ 0 0 0.5', 'Sc @ 0 0 0']"
HoBRh3,8398,44418,ABC3,"[[4.196732, 0.0, 0.0], [0.0, 4.196732, 0.0], [0.0, 0.0, 4.196732]]","['B @ 0.5 0.5 0.5', 'Ho @ 0 0 0', 'Rh @ 0.5 0.5 0', 'Rh @ 0.5 0 0.5', 'Rh @ 0 0.5 0.5']"
ZrInAu2,10765,58517,ABC2,"[[3.406394, -3.406394, 0.0], [-3.406394, 0.0, -3.406394], [3.406394, 3.406394, 0.0]]","['Au @ 0.75 0.5 0.25', 'Au @ 0.25 0.5 0.75', 'In @ 0 0 0', 'Zr @ 0.5 0 0.5']"
U3Si,5216,27036,AB3,"[[4.249799, 0.0, 0.0], [0.0, 4.249799, 0.0], [0.0, 0.0, 4.249799]]","['Si @ 0 0 0', 'U @ 0.5 0.5 0', 'U @ 0.5 0 0.5', 'U @ 0 0.5 0.5']"
N,4724,24893,A,"[[3.099407, 0.0, 0.0], [0.0, 3.099407, 0.0], [0.0, 0.0, 3.099407]]","['N @ 0.125 0.125 0.125', 'N @ 0.875 0.625 0.375', 'N @ 0.375 0.875 0.625', 'N @ 0.625 0.375 0.875']"
MoH,18855,108537,AB,"[[2.919227, 0.0, 0.0], [-1.459614, 2.528161, 0.0], [0.0, 0.0, 5.111354]]","['H @ 0.333 0.667 0.25', 'H @ 0.667 0.333 0.75', 'Mo @ 0 0 0', 'Mo @ 0 0 0.5']"
ZrCd3,17078,102093,AB3,"[[4.427277, 0.0, 0.0], [0.0, 4.427277, 0.0], [0.0, 0.0, 4.326581]]","['Cd @ 0.5 0.5 0', 'Cd @ 0.5 0 0.5', 'Cd @ 0 0.5 0.5', 'Zr @ 0 0 0']"
Li2GaRh,18360,106714,ABC2,"[[2.988143, -2.988143, 0.0], [-2.988143, 0.0, -2.988143], [2.988143, 2.988143, 0.0]]","['Ga @ 0 0 0', 'Li @ 0.75 0.5 0.25', 'Li @ 0.5 0 0.5', 'Rh @ 0.25 0.5 0.75']"
CsAuCl3,10172,56472,ABC3,"[[5.172019, 0.0, 0.0], [0.0, 5.172019, 0.0], [0.0, 0.0, 5.172019]]","['Au @ 0 0 0', 'Cl @ 0.5 0 0', 'Cl @ 0 0.5 0', 'Cl @ 0 0 0.5', 'Cs @ 0.5 0.5 0.5']"
Mn3ZnC,19409,150829,ABC3,"[[3.869489, 0.0, 0.0], [0.0, 3.869489, 0.0], [0.0, 0.0, 3.869489]]","['C @ 0.5 0.5 0.5', 'Mn @ 0.5 0.5 0', 'Mn @ 0.5 0 0.5', 'Mn @ 0 0.5 0.5', 'Zn @ 0 0 0']"
YbMg2Sb2,25652,412655,AB2C2,"[[4.67833, -0.000128, -7.1e-05], [-2.339276, 4.051744, 0.0], [-0.000114, -6.6e-05, 7.579045]]","['Mg @ 0.333 0.667 0.368', 'Mg @ 0.667 0.333 0.632', 'Sb @ 0.667 0.333 0.244', 'Sb @ 0.333 0.667 0.756', 'Yb @ 0 0 0']"
CsHgF3,3031,15168,ABC3,"[[4.543594, 0.0, 0.0], [0.0, 4.543594, 0.0], [0.0, 0.0, 4.543594]]","['Cs @ 0 0 0', 'F @ 0.5 0.5 0', 'F @ 0.5 0 0.5', 'F @ 0 0.5 0.5', 'Hg @ 0.5 0.5 0.5']"
CePt,18268,106419,AB,"[[-3.964242, 0.0, 0.0], [0.0, 0.0, -4.612004], [-1.982121, -5.528939, 0.0]]","['Ce @ 0.863 0.25 0.273', 'Ce @ 0.137 0.75 0.727', 'Pt @ 0.412 0.75 0.175', 'Pt @ 0.588 0.25 0.825']"
Ce3In,18793,108251,AB3,"[[5.07166, 0.0, 0.0], [0.0, 5.07166, 0.0], [0.0, 0.0, 5.07166]]","['Ce @ 0.5 0.5 0', 'Ce @ 0.5 0 0.5', 'Ce @ 0 0.5 0.5', 'In @ 0 0 0']"
LiZrSe2,30685,642364,ABC2,"[[3.72548, 3.4e-05, -0.000112], [-1.862711, 3.22631, 0.0], [-0.000199, -0.000115, 6.69451]]","['Li @ 1 1 0.5', 'Se @ 0.333 0.667 0.254', 'Se @ 0.667 0.333 0.746', 'Zr @ 0 0 0']"
BaIrO3,11990,65466,ABC3,"[[4.052073, 0.0, 0.0], [0.0, 4.052073, 0.0], [0.0, 0.0, 4.052073]]","['Ba @ 0.5 0.5 0.5', 'Ir @ 0 0 0', 'O @ 0.5 0 0', 'O @ 0 0.5 0', 'O @ 0 0 0.5']"
RbHgF3,3032,15169,ABC3,"[[4.477556, 0.0, 0.0], [0.0, 4.477556, 0.0], [0.0, 0.0, 4.477556]]","['F @ 0.5 0.5 0', 'F @ 0.5 0 0.5', 'F @ 0 0.5 0.5', 'Hg @ 0.5 0.5 0.5', 'Rb @ 0 0 0']"
MnNi2Sb,13668,76080,ABC2,"[[3.016808, -3.016808, 0.0], [-3.016808, 0.0, -3.016808], [3.016808, 3.016808, 0.0]]","['Mn @ 0 0 0', 'Ni @ 0.75 0.5 0.25', 'Ni @ 0.25 0.5 0.75', 'Sb @ 0.5 0 0.5']"
InPt3,19087,109236,AB3,"[[4.059833, 0.0, 0.0], [0.0, 4.059833, 0.0], [0.0, 0.0, 4.013132]]","['In @ 0 0 0', 'Pt @ 0.5 0.5 0', 'Pt @ 0.5 0 0.5', 'Pt @ 0 0.5 0.5']"
TiSe,20631,162897,AB,"[[4.157376, 0.0, 0.0], [0.0, 4.157376, 0.0], [0.0, 0.0, 5.490459]]","['Se @ 0 0.5 0.264', 'Se @ 0.5 0 0.736', 'Ti @ 0 0 0', 'Ti @ 0.5 0.5 0']"
TiAlAu2,10389,57507,ABC2,"[[3.224362, -3.224362, 0.0], [-3.224362, 0.0, -3.224362], [3.224362, 3.224362, 0.0]]","['Al @ 0 0 0', 'Au @ 0.75 0.5 0.25', 'Au @ 0.25 0.5 0.75', 'Ti @ 0.5 0 0.5']"
LiAg2Sn,10653,58319,ABC2,"[[3.337899, -3.337899, 0.0], [-3.337899, 0.0, -3.337899], [3.337899, 3.337899, 0.0]]","['Ag @ 0.75 0.5 0.25', 'Ag @ 0.25 0.5 0.75', 'Li @ 0.5 0 0.5', 'Sn @ 0 0 0']"
LiCrS2,19382,150675,ABC2,"[[3.486823, 4.4e-05, -0.000112], [-1.743373, 3.019611, 0.0], [-0.000198, -0.000114, 5.945183]]","['Cr @ 0 0 0', 'Li @ 1 1 0.5', 'S @ 0.333 0.667 0.223', 'S @ 0.667 0.333 0.777']"
NbAs,3493,16585,AB,"[[3.475593, 0.0, 0.0], [0.0, 3.475593, 0.0], [-1.737796, -1.737796, 5.890448]]","['As @ 0.667 0.167 0.334', 'As @ 0.417 0.417 0.834', 'Nb @ 0.999 0.999 0.998', 'Nb @ 0.249 0.749 0.498']"
KCrO2,18926,108818,ABC2,"[[-1.541974, -2.670779, 0.0], [-1.541974, 2.670779, 0.0], [-1.541974, 0.89026, -5.894721]]","['Cr @ 0.5 1 0.5', 'K @ 0 0 0', 'O @ 0.225 0.449 0.326', 'O @ 0.775 0.551 0.674']"
YbTlSe2,18484,106994,ABC2,"[[2.118137, -3.66872, 0.0], [2.118137, 3.66872, 0.0], [-2.118137, 1.222907, 7.072479]]","['Se @ 0.487 0.744 0.231', 'Se @ 0.513 0.256 0.769', 'Tl @ 5.24e-07 0.5 0.5', 'Yb @ 0 0 0']"
LaI,14990,83678,AB,"[[3.960268, 0.0, 0.0], [-1.980134, 3.429684, 0.0], [0.0, 0.0, 9.742336]]","['I @ 0.333 0.667 0.25', 'I @ 0.667 0.333 0.75', 'La @ 0 0 0', 'La @ 0 0 0.5']"
MnAlAu2,10386,57504,ABC2,"[[3.193992, -3.193992, 0.0], [-3.193992, 0.0, -3.193992], [3.193992, 3.193992, 0.0]]","['Al @ 0 0 0', 'Au @ 0.75 0.5 0.25', 'Au @ 0.25 0.5 0.75', 'Mn @ 0.5 0 0.5']"
Ce3Tl,29201,622298,AB3,"[[5.063207, 0.0, 0.0], [0.0, 5.063207, 0.0], [0.0, 0.0, 5.063207]]","['Ce @ 0.5 0.5 0', 'Ce @ 0.5 0 0.5', 'Ce @ 0 0.5 0.5', 'Tl @ 0 0 0']"
NaLi2N,16042,92305,ABC2,"[[-1.891524, -1.891524, 2.684048], [3.783049, 0.0, 0.0], [0.0, 3.783049, 0.0]]","['Li @ 0.5 0.75 0.25', 'Li @ 0.5 0.25 0.75', 'N @ 1 0.5 0.5', 'Na @ 0 0 0']"
Mn3Sb,20674,163333,AB3,"[[3.799159, 0.0, 0.0], [0.0, 3.799022, 0.0], [0.0, 0.0, 3.799333]]","['Mn @ 0.5 0.5 0', 'Mn @ 0.5 0 0.5', 'Mn @ 0 0.5 0.5', 'Sb @ 0 0 0']"
SrVO3,18928,108826,ABC3,"[[3.856601, 0.0, 0.0], [0.0, 3.856601, 0.0], [0.0, 0.0, 3.856601]]","['O @ 0.5 0 0', 'O @ 0 0.5 0', 'O @ 0 0 0.5', 'Sr @ 0.5 0.5 0.5', 'V @ 0 0 0']"
Sc,31053,651799,A,"[[5.194231, 0.0, 0.0], [0.0, 5.194231, 0.0], [0.0, 0.0, 3.48381]]","['Sc @ 0 0 0', 'Sc @ 0.5 0.5 0', 'Sc @ 0.5 0 0.488', 'Sc @ 0 0.5 0.512']"
CrSe,20633,162899,AB,"[[3.505615, 0.0, 0.0], [0.0, 3.505615, 0.0], [0.0, 0.0, 6.110929]]","['Cr @ 0 0 0', 'Cr @ 0.5 0.5 0', 'Se @ 0 0.5 0.275', 'Se @ 0.5 0 0.725']"
NiTe,7813,42557,AB,"[[4.012544, 0.0, 0.0], [-2.006272, 3.475052, 0.0], [0.0, 0.0, 5.272217]]","['Ni @ 0 0 0', 'Ni @ 0 0 0.5', 'Te @ 0.333 0.667 0.25', 'Te @ 0.667 0.333 0.75']"
Ce3Sn,29193,622230,AB3,"[[5.039148, 0.0, 0.0], [0.0, 5.039148, 0.0], [0.0, 0.0, 5.039148]]","['Ce @ 0.5 0.5 0', 'Ce @ 0.5 0 0.5', 'Ce @ 0 0.5 0.5', 'Sn @ 0 0 0']"
LuBRh3,8412,44438,ABC3,"[[4.171201, 0.0, 0.0], [0.0, 4.171201, 0.0], [0.0, 0.0, 4.171201]]","['B @ 0.5 0.5 0.5', 'Lu @ 0 0 0', 'Rh @ 0.5 0.5 0', 'Rh @ 0.5 0 0.5', 'Rh @ 0 0.5 0.5']"
ScGaNi2,17269,103874,ABC2,"[[3.021088, -3.021088, 0.0], [-3.021088, 0.0, -3.021088], [3.021088, 3.021088, 0.0]]","['Ga @ 0 0 0', 'Ni @ 0.75 0.5 0.25', 'Ni @ 0.25 0.5 0.75', 'Sc @ 0.5 0 0.5']"
TiGaNi2,17273,103886,ABC2,"[[2.938637, -2.938637, 0.0], [-2.938637, 0.0, -2.938637], [2.938637, 2.938637, 0.0]]","['Ga @ 0 0 0', 'Ni @ 0.75 0.5 0.25', 'Ni @ 0.25 0.5 0.75', 'Ti @ 0.5 0 0.5']"
RbGdSe2,24283,281072,ABC2,"[[-2.134812, 3.697602, 0.0], [-4.269623, 0.0, 0.0], [0.0, -2.465068, 7.950834]]","['Gd @ 1.33e-06 0.5 0.5', 'Rb @ 0 0 0', 'Se @ 0.534 0.233 0.301', 'Se @ 0.466 0.767 0.699']"
VGaNi2,17275,103892,ABC2,"[[2.894501, -2.894501, 0.0], [-2.894501, 0.0, -2.894501], [2.894501, 2.894501, 0.0]]","['Ga @ 0 0 0', 'Ni @ 0.75 0.5 0.25', 'Ni @ 0.25 0.5 0.75', 'V @ 0.5 0 0.5']"
GaSe,13178,73388,AB,"[[-1.903321, 3.296648, 0.0], [3.806642, 0.0, 0.0], [1.903321, -1.098883, -8.093754]]","['Ga @ 0.0506 0.949 0.152', 'Ga @ 0.949 0.051 0.847', 'Se @ 0.432 0.568 0.297', 'Se @ 0.234 0.766 0.702']"
TmInPd2,11134,59483,ABC2,"[[3.358279, -3.358279, 0.0], [-3.358279, 0.0, -3.358279], [3.358279, 3.358279, 0.0]]","['In @ 0 0 0', 'Pd @ 0.75 0.5 0.25', 'Pd @ 0.25 0.5 0.75', 'Tm @ 0.5 0 0.5']"
Li2GaPt,18359,106713,ABC2,"[[3.023022, -3.023022, 0.0], [-3.023022, 0.0, -3.023022], [3.023022, 3.023022, 0.0]]","['Ga @ 0 0 0', 'Li @ 0.75 0.5 0.25', 'Li @ 0.5 0 0.5', 'Pt @ 0.25 0.5 0.75']"
MnSe,30752,643594,AB,"[[4.173792, 0.0, 0.0], [-2.086896, 3.614194, 0.0], [0.0, 0.0, 6.796441]]","['Mn @ 0.333 0.667 1', 'Mn @ 0.667 0.333 0.5', 'Se @ 0.333 0.667 0.376', 'Se @ 0.667 0.333 0.876']"
LaAlO3,5555,28629,ABC3,"[[3.779473, 0.001738, 0.001742], [-0.006178, 3.779469, 0.001742], [-0.006178, -0.00619, 3.779464]]","['Al @ 0.5 0.5 0.5', 'La @ 0 0 0', 'O @ 0.5 0.5 1', 'O @ 0.5 1 0.5', 'O @ 1 0.5 0.5']"
Al3Cu2,10431,57668,A2B3,"[[4.127, -2e-05, -1.6e-05], [-2.063517, 3.574117, 0.0], [-2e-05, -1.2e-05, 5.015158]]","['Al @ 0 0 0', 'Al @ 0.333 0.667 0.354', 'Al @ 0.667 0.333 0.646', 'Cu @ 0.667 0.333 0.156', 'Cu @ 0.333 0.667 0.844']"
Ni3S2,2743,10424,A2B3,"[[4.062704, 0.002926, 0.0029], [0.040152, 4.062507, 0.0029], [0.040152, 0.039786, 4.062313]]","['Ni @ 0.756 0.5 0.244', 'Ni @ 0.244 0.756 0.5', 'Ni @ 0.5 0.244 0.756', 'S @ 0.254 0.254 0.254', 'S @ 0.746 0.746 0.746']"
Hg4Pt,18910,108762,AB4,"[[3.142707, 3.142707, 3.142707], [3.142707, -3.142707, -3.142707], [-3.142707, 3.142707, -3.142707]]","['Hg @ 0.5 -5.55e-17 0', 'Hg @ -5.55e-17 0.5 0', 'Hg @ 5.55e-17 5.55e-17 0.5', 'Hg @ 0.5 0.5 0.5', 'Pt @ 0 0 0']"
NdAlO3,6610,35550,ABC3,"[[2.641405, -1.526291, 2.163979], [2.641405, 1.537951, -2.155708], [-0.023467, 3.050579, 2.163979]]","['Al @ 0 0 0', 'Nd @ 0.5 0.5 0.5', 'O @ 0.5 1 1', 'O @ 1 0.5 1.97e-06', 'O @ 6.86e-07 6.41e-07 0.5']"
VCl2O,4619,24380,ABC2,"[[3.490276, 0.0, 0.0], [0.0, 0.0, 3.628366], [-1.745138, -5.926828, -1.814183]]","['Cl @ 0.64 0.14 0.28', 'Cl @ 0.36 0.86 0.72', 'O @ 0 0.5 0', 'V @ 0 0 0']"
HgTe,20573,162604,AB,"[[3.01525, -3.379412, 0.0], [3.01525, 3.379412, 0.0], [0.0, 0.0, 5.549467]]","['Hg @ 0.363 0.637 0.25', 'Hg @ 0.637 0.363 0.75', 'Te @ 0.82 0.18 0.25', 'Te @ 0.18 0.82 0.75']"
Nd3Ga,17263,103846,AB3,"[[4.860883, 0.0, 0.0], [0.0, 4.860883, 0.0], [0.0, 0.0, 4.860883]]","['Ga @ 0 0 0', 'Nd @ 0.5 0.5 0', 'Nd @ 0.5 0 0.5', 'Nd @ 0 0.5 0.5']"
YAl,10608,58209,AB,"[[-3.898802, 0.0, 0.0], [0.0, 0.0, -4.401476], [-1.949401, -5.779382, 0.0]]","['Al @ 0.43 0.75 0.14', 'Al @ 0.57 0.25 0.86', 'Y @ 0.85 0.25 0.3', 'Y @ 0.15 0.75 0.7']"
