name,entry_id,icsd_id,composition_generic,unit_cell,sites
TiGa3,16807,98937,AB3,"[[-3.78914, 0.0, 0.0], [0.0, -3.78914, 0.0], [1.89457, 1.89457, 4.382693]]","['Ga @ 0.5 0.5 0', 'Ga @ 0.75 0.25 0.5', 'Ga @ 0.25 0.75 0.5', 'Ti @ 0 0 0']"
Li2AgSn,10651,58317,ABC2,"[[3.24155, -3.24155, 0.0], [-3.24155, 0.0, -3.24155], [3.24155, 3.24155, 0.0]]","['Ag @ 0 0 0', 'Li @ 0.75 0.5 0.25', 'Li @ 0.25 0.5 0.75', 'Sn @ 0.5 0 0.5']"
ScBIr3,8402,44423,ABC3,"[[4.147401, 0.0, 0.0], [0.0, 4.147401, 0.0], [0.0, 0.0, 4.147401]]","['B @ 0.5 0.5 0.5', 'Ir @ 0.5 0.5 0', 'Ir @ 0.5 0 0.5', 'Ir @ 0 0.5 0.5', 'Sc @ 0 0 0']"
ZrN,20492,161885,AB,"[[3.545197, 0.0, 0.0], [-1.772599, 3.070195, 0.0], [0.0, 0.0, 5.623315]]","['N @ 0.667 0.333 0.378', 'N @ 0.333 0.667 0.878', 'Zr @ 0.333 0.667 0.498', 'Zr @ 0.667 0.333 0.998']"
TePt,18013,105812,AB,"[[4.254737, 0.0, 0.0], [-2.127369, 3.684785, 0.0], [0.0, 0.0, 5.63556]]","['Pt @ 0 0 0', 'Pt @ 0 0 0.5', 'Te @ 0.333 0.667 0.25', 'Te @ 0.667 0.333 0.75']"
InSb,2631,10022,AB,"[[5.871249, 0.0, 0.0], [0.0, 5.825074, 0.0], [0.0, 0.0, 3.242342]]","['In @ 0.5 0.5 0.021', 'In @ 0 0 0.979', 'Sb @ 0 0.5 0.291', 'Sb @ 0.5 0 0.709']"
MnSe,13692,76218,AB,"[[3.82423, 0.0, 0.0], [-1.912115, 3.311914, 1e-06], [0.0, 2e-06, 5.913436]]","['Mn @ 0 0 0', 'Mn @ 1 1 0.5', 'Se @ 0.333 0.667 0.25', 'Se @ 0.667 0.333 0.75']"
CsNdTe2,16785,98660,ABC2,"[[-2.334189, 4.042933, 0.0], [-4.668378, 0.0, 0.0], [0.0, -2.69529, 8.950531]]","['Cs @ 1.57e-06 0.5 0.5', 'Nd @ 0 0 0', 'Te @ 0.464 0.268 0.196', 'Te @ 0.536 0.732 0.804']"
GaFe3,18835,108436,AB3,"[[2.878001, -2.878001, 0.0], [-2.878001, 0.0, -2.878001], [2.878001, 2.878001, 0.0]]","['Fe @ 0.75 0.5 0.25', 'Fe @ 0.5 0 0.5', 'Fe @ 0.25 0.5 0.75', 'Ga @ 0 0 0']"
LiMgSnPt,17587,104749,ABCD,"[[-3.23761, 3.23761, 0.0], [3.23761, 0.0, -3.23761], [-3.23761, -3.23761, 0.0]]","['Li @ 0.25 0.5 0.75', 'Mg @ 0.5 0 0.5', 'Pt @ 0.75 0.5 0.25', 'Sn @ 0 0 0']"
Li3Pb,17592,104764,AB3,"[[3.282227, -3.282227, 0.0], [-3.282227, 0.0, -3.282227], [3.282227, 3.282227, 0.0]]","['Li @ 0.75 0.5 0.25', 'Li @ 0.5 0 0.5', 'Li @ 0.25 0.5 0.75', 'Pb @ 0 0 0']"
Na3ClO,12273,67319,ABC3,"[[4.488367, 0.0, 0.0], [0.0, 4.488367, 0.0], [0.0, 0.0, 4.488367]]","['Cl @ 0.5 0.5 0.5', 'Na @ 0.5 0 0', 'Na @ 0 0.5 0', 'Na @ 0 0 0.5', 'O @ 0 0 0']"
NaVO2,26834,420138,ABC2,"[[-2.608316, -1.521468, 0.009358], [-2.608316, 1.521468, 0.009358], [1.739168, 0.0, -5.356191]]","['Na @ 0 0 0', 'O @ 0.763 0.763 0.294', 'O @ 0.237 0.237 0.706', 'V @ 0.5 0.5 0.5']"
MnSe,20634,162900,AB,"[[3.588222, 0.0, 0.0], [0.0, 3.588222, 0.0], [0.0, 0.0, 5.920901]]","['Mn @ 0 0 0', 'Mn @ 0.5 0.5 0', 'Se @ 0 0.5 0.263', 'Se @ 0.5 0 0.737']"
SnAu,10120,56262,AB,"[[4.397946, 0.0, 0.0], [-2.198973, 3.808942, 0.0], [0.0, 0.0, 5.657329]]","['Au @ 0 0 0', 'Au @ 0 0 0.5', 'Sn @ 0.333 0.667 0.25', 'Sn @ 0.667 0.333 0.75']"
HfAlAu2,10385,57503,ABC2,"[[3.305121, -3.305121, 0.0], [-3.305121, 0.0, -3.305121], [3.305121, 3.305121, 0.0]]","['Al @ 0 0 0', 'Au @ 0.75 0.5 0.25', 'Au @ 0.25 0.5 0.75', 'Hf @ 0.5 0 0.5']"
ScInAg2,10644,58298,ABC2,"[[3.379343, -3.379343, 0.0], [-3.379343, 0.0, -3.379343], [3.379343, 3.379343, 0.0]]","['Ag @ 0.75 0.5 0.25', 'Ag @ 0.25 0.5 0.75', 'In @ 0 0 0', 'Sc @ 0.5 0 0.5']"
TiCd,17072,102076,AB,"[[2.894141, 0.0, 0.0], [0.0, 2.894141, 0.0], [0.0, 0.0, 9.00692]]","['Cd @ 0 0.5 0.135', 'Cd @ 0.5 0 0.865', 'Ti @ 0.5 0 0.392', 'Ti @ 0 0.5 0.608']"
LiGa2Pt,18363,106717,ABC2,"[[3.071324, -3.071324, 0.0], [-3.071324, 0.0, -3.071324], [3.071324, 3.071324, 0.0]]","['Ga @ 0.75 0.5 0.25', 'Ga @ 0.25 0.5 0.75', 'Li @ 0 0 0', 'Pt @ 0.5 0 0.5']"
LaBRh3,8407,44430,ABC3,"[[4.282784, 0.0, 0.0], [0.0, 4.282784, 0.0], [0.0, 0.0, 4.282784]]","['B @ 0.5 0.5 0.5', 'La @ 0 0 0', 'Rh @ 0.5 0.5 0', 'Rh @ 0.5 0 0.5', 'Rh @ 0 0.5 0.5']"
AlVNi2,10531,58071,ABC2,"[[2.889662, -2.889662, 0.0], [-2.889662, 0.0, -2.889662], [2.889662, 2.889662, 0.0]]","['Al @ 0 0 0', 'Ni @ 0.75 0.5 0.25', 'Ni @ 0.25 0.5 0.75', 'V @ 0.5 0 0.5']"
ZnSe,20638,162905,AB,"[[4.113441, 0.0, 0.0], [0.0, 4.113441, 0.0], [0.0, 0.0, 5.445821]]","['Se @ 0 0.5 0.271', 'Se @ 0.5 0 0.729', 'Zn @ 0 0 0', 'Zn @ 0.5 0.5 0']"
SmIn3,11162,59529,AB3,"[[4.666103, 0.0, 0.0], [0.0, 4.666103, 0.0], [0.0, 0.0, 4.666103]]","['In @ 0.5 0.5 0', 'In @ 0.5 0 0.5', 'In @ 0 0.5 0.5', 'Sm @ 0 0 0']"
Ti3AlC,7918,42925,ABC3,"[[4.177744, 0.0, 0.0], [0.0, 4.177744, 0.0], [0.0, 0.0, 4.177744]]","['Al @ 0 0 0', 'C @ 0.5 0.5 0.5', 'Ti @ 0.5 0.5 0', 'Ti @ 0.5 0 0.5', 'Ti @ 0 0.5 0.5']"
BiRh,19012,109109,AB,"[[3.904646, 0.0, 0.0], [-1.952323, 3.38198, 0.0], [0.0, 0.0, 6.71433]]","['Bi @ 0 0 0', 'Bi @ 0 0 0.5', 'Rh @ 0.333 0.667 0.25', 'Rh @ 0.667 0.333 0.75']"
TlCl,19037,109143,AB,"[[-4.285441, 0.0, 0.0], [0.0, 0.0, -4.818412], [-2.142721, -6.175796, 0.0]]","['Cl @ 0.863 0.25 0.274', 'Cl @ 0.137 0.75 0.726', 'Tl @ 0.383 0.75 0.235', 'Tl @ 0.617 0.25 0.765']"
YbNiC2,28910,618600,ABC2,"[[-3.569746, 0.0, 0.0], [0.0, -2.272108, -2.999425], [0.0, -2.272108, 2.999425]]","['C @ 0.5 0.55 0.156', 'C @ 0.5 0.844 0.45', 'Ni @ 0.5 0.384 0.616', 'Yb @ 0 0.00765 0.992']"
VSnRh2,18063,105934,ABC2,"[[2.891074, 2.891074, 0.0], [2.891074, -2.891074, 0.0], [-2.891074, 0.0, -3.676393]]","['Rh @ 0 0 0', 'Rh @ 0.5 0.5 0', 'Sn @ 0.25 0.75 0.5', 'V @ 0.75 0.25 0.5']"
Li2SnGe,30458,636906,ABC2,"[[-3.400258, 3.400258, 0.0], [3.400258, 0.0, -3.400258], [-3.400258, -3.400258, 0.0]]","['Ge @ 0.25 0.5 0.75', 'Li @ 0.75 0.5 0.25', 'Li @ 0.5 0 0.5', 'Sn @ 0 0 0']"
RbTlO2,6278,33554,ABC2,"[[1.751155, -3.033089, 0.0], [-1.751155, -3.033089, 0.0], [0.0, 2.022059, -6.346289]]","['O @ 0.729 0.729 0.187', 'O @ 0.271 0.271 0.813', 'Rb @ 0.5 0.5 0.5', 'Tl @ 0 0 0']"
SnPt,7829,42593,AB,"[[4.160605, 0.0, 0.0], [-2.080303, 3.603335, 0.0], [0.0, 0.0, 5.517503]]","['Pt @ 0 0 0', 'Pt @ 0 0 0.5', 'Sn @ 0.333 0.667 0.25', 'Sn @ 0.667 0.333 0.75']"
NaTaO3,5553,28606,ABC3,"[[3.944998, 0.0, 0.002504], [0.0, 3.943448, 0.0], [-0.022765, 0.0, 3.944932]]","['Na @ 0 0 0', 'O @ 0.5 0.5 1', 'O @ 0.5 0 0.5', 'O @ 6.4e-07 0.5 0.5', 'Ta @ 0.5 0.5 0.5']"
Li3BrO,12263,67265,ABC3,"[[3.969303, 0.0, 0.0], [0.0, 3.969303, 0.0], [0.0, 0.0, 3.969303]]","['Br @ 0.5 0.5 0.5', 'Li @ 0.5 0 0', 'Li @ 0 0.5 0', 'Li @ 0 0 0.5', 'O @ 0 0 0']"
ScInPt2,11144,59502,ABC2,"[[3.289244, -3.289244, 0.0], [-3.289244, 0.0, -3.289244], [3.289244, 3.289244, 0.0]]","['In @ 0 0 0', 'Pt @ 0.75 0.5 0.25', 'Pt @ 0.25 0.5 0.75', 'Sc @ 0.5 0 0.5']"
La3Sn,17579,104722,AB3,"[[5.031026, 0.0, 0.0], [0.0, 5.031026, 0.0], [0.0, 0.0, 5.031026]]","['La @ 0.5 0.5 0', 'La @ 0.5 0 0.5', 'La @ 0 0.5 0.5', 'Sn @ 0 0 0']"
BaPaO3,11467,61315,ABC3,"[[4.522231, 0.0, 0.0], [0.0, 4.522231, 0.0], [0.0, 0.0, 4.522231]]","['Ba @ 0.5 0.5 0.5', 'O @ 0.5 0 0', 'O @ 0 0.5 0', 'O @ 0 0 0.5', 'Pa @ 0 0 0']"
PrAlO3,6609,35549,ABC3,"[[2.654018, 1.542506, -2.164832], [-0.017383, 3.064392, 2.172286], [2.654018, -1.53199, 2.172286]]","['Al @ 0 0 0', 'O @ 9.44e-07 0.5 1', 'O @ 0.5 1 1', 'O @ -1.66e-07 1 0.5', 'Pr @ 0.5 0.5 0.5']"
Fe3RhN,19705,153274,ABC3,"[[3.835083, 0.0, 0.0], [0.0, 3.835083, 0.0], [0.0, 0.0, 3.835083]]","['Fe @ 0.5 0.5 0', 'Fe @ 0.5 0 0.5', 'Fe @ 0 0.5 0.5', 'N @ 0.5 0.5 0.5', 'Rh @ 0 0 0']"
CaAl4,19454,151189,AB4,"[[-4.344282, 0.0, 0.0], [0.0, -4.344282, 0.0], [2.172141, 2.172141, 5.616985]]","['Al @ 0.614 0.614 0.227', 'Al @ 0.75 0.25 0.5', 'Al @ 0.25 0.75 0.5', 'Al @ 0.386 0.386 0.773', 'Ca @ 0 0 0']"
KMnF3,6890,37254,ABC3,"[[4.138215, 0.0, 0.0], [0.0, 4.138215, 0.0], [0.0, 0.0, 4.138215]]","['F @ 0.5 0 0', 'F @ 0 0.5 0', 'F @ 0 0 0.5', 'K @ 0.5 0.5 0.5', 'Mn @ 0 0 0']"
KNiF3,6891,37255,ABC3,"[[3.973314, 0.0, 0.0], [0.0, 3.973314, 0.0], [0.0, 0.0, 3.973314]]","['F @ 0.5 0 0', 'F @ 0 0.5 0', 'F @ 0 0 0.5', 'K @ 0.5 0.5 0.5', 'Ni @ 0 0 0']"
KTaO3,7149,39673,ABC3,"[[3.99829, 0.0, 0.0], [0.0, 3.99829, 0.0], [0.0, 0.0, 3.99829]]","['K @ 0.5 0.5 0.5', 'O @ 0.5 0 0', 'O @ 0 0.5 0', 'O @ 0 0 0.5', 'Ta @ 0 0 0']"
K3BrO,6392,33920,ABC3,"[[5.219704, 0.0, 0.0], [0.0, 5.219704, 0.0], [0.0, 0.0, 5.219704]]","['Br @ 0.5 0.5 0.5', 'K @ 0.5 0 0', 'K @ 0 0.5 0', 'K @ 0 0 0.5', 'O @ 0 0 0']"
RbPrSe2,24280,281069,ABC2,"[[-4.40339, 0.0, 0.0], [-2.201695, 3.813448, 0.0], [2.201695, -1.27115, -7.982323]]","['Pr @ 0.5 0.5 0.5', 'Rb @ 0 0 0', 'Se @ 0.765 0.765 0.296', 'Se @ 0.235 0.235 0.704']"
ScInNi2,11120,59446,ABC2,"[[3.13345, -3.13345, 0.0], [-3.13345, 0.0, -3.13345], [3.13345, 3.13345, 0.0]]","['In @ 0 0 0', 'Ni @ 0.75 0.5 0.25', 'Ni @ 0.25 0.5 0.75', 'Sc @ 0.5 0 0.5']"
LiGa2Ru,18362,106716,ABC2,"[[3.025224, -3.025224, 0.0], [-3.025224, 0.0, -3.025224], [3.025224, 3.025224, 0.0]]","['Ga @ 0.75 0.5 0.25', 'Ga @ 0.25 0.5 0.75', 'Li @ 0.5 0 0.5', 'Ru @ 0 0 0']"
P2Rh3,6622,35626,A2B3,"[[3.364537, 0.0, 0.0], [0.0, 3.364537, 0.0], [0.0, 0.0, 6.281364]]","['P @ 0.5 0 0.256', 'P @ 0 0.5 0.744', 'Rh @ 0 0 0', 'Rh @ 0 0.5 0.368', 'Rh @ 0.5 0 0.632']"
SmNiC2,28901,618564,ABC2,"[[-3.725805, 0.0, 0.0], [0.0, -2.265755, -3.039267], [0.0, -2.265755, 3.039267]]","['C @ 0.5 0.548 0.151', 'C @ 0.5 0.849 0.452', 'Ni @ 0.5 0.387 0.613', 'Sm @ 0 0.00013 1']"
NiSnRh2,17792,105327,ABC2,"[[3.100677, -3.100677, 0.0], [-3.100677, 0.0, -3.100677], [3.100677, 3.100677, 0.0]]","['Ni @ 0 0 0', 'Rh @ 0.75 0.5 0.25', 'Rh @ 0.25 0.5 0.75', 'Sn @ 0.5 0 0.5']"
CaTiO3,6126,31865,ABC3,"[[3.852055, 0.0, 0.0], [0.0, 3.852055, 0.0], [0.0, 0.0, 3.852055]]","['Ca @ 0.5 0.5 0.5', 'O @ 0.5 0 0', 'O @ 0 0.5 0', 'O @ 0 0 0.5', 'Ti @ 0 0 0']"
SrNbO3,7656,42004,ABC3,"[[4.053259, 0.0, 0.0], [0.0, 4.053259, 0.0], [0.0, 0.0, 4.053259]]","['Nb @ 0 0 0', 'O @ 0.5 0 0', 'O @ 0 0.5 0', 'O @ 0 0 0.5', 'Sr @ 0.5 0.5 0.5']"
ScInPd2,11133,59481,ABC2,"[[3.279083, -3.279083, 0.0], [-3.279083, 0.0, -3.279083], [3.279083, 3.279083, 0.0]]","['In @ 0 0 0', 'Pd @ 0.75 0.5 0.25', 'Pd @ 0.25 0.5 0.75', 'Sc @ 0.5 0 0.5']"
LiSnS2,4313,23451,ABC2,"[[3.761467, -0.004215, -0.018441], [-1.88462, 3.258048, 0.016922], [-0.031586, 0.018558, 6.460104]]","['Li @ 4.61e-06 1 0.5', 'S @ 0.336 0.664 0.257', 'S @ 0.664 0.336 0.743', 'Sn @ 1 5.22e-06 1']"
CdCN2,16415,95265,ABC2,"[[-1.954685, 3.385613, 0.0], [3.909369, 0.0, 0.0], [1.954685, -1.128537, -3.774388]]","['C @ 0.359 0.641 0.0779', 'Cd @ 0.941 0.0589 0.823', 'N @ 0.743 0.257 0.23', 'N @ 0.467 0.533 0.402']"
AlCuTe2,21058,165743,ABC2,"[[3.506907, -3.506907, 0.0], [-3.506907, 0.0, -3.506907], [3.506907, 3.506907, 0.0]]","['Al @ 0.5 0 0.5', 'Cu @ 0 0 0', 'Te @ 0.75 0.5 0.25', 'Te @ 0.25 0.5 0.75']"
Sc,9276,52412,A,"[[5.194231, 0.0, 0.0], [0.0, 5.194231, 0.0], [0.0, 0.0, 3.48381]]","['Sc @ 0 0 0', 'Sc @ 0.5 0.5 0', 'Sc @ 0.5 0 0.488', 'Sc @ 0 0.5 0.512']"
ZrTaNO,13639,76012,ABCD,"[[3.659684, 0.0, 0.0], [-1.829842, 3.168857, 0.0], [0.0, 0.0, 4.47919]]","['N @ 0.667 0.333 0.5', 'O @ 0.333 0.667 0', 'Ta @ 0.333 0.667 0.5', 'Zr @ 1 1 0']"
Te,9307,52501,A,"[[3.175469, 0.0, 0.029662], [-1e-06, 9.005576, 7e-06], [-0.109969, 4e-06, 4.580352]]","['Te @ 0.493 0.99 0.00495', 'Te @ 0.506 0.24 0.478', 'Te @ 0.494 0.74 0.522', 'Te @ 0.507 0.49 0.995']"
MnInCu2,29699,628019,ABC2,"[[3.089178, -3.089178, 0.0], [-3.089178, 0.0, -3.089178], [3.089178, 3.089178, 0.0]]","['Cu @ 0.75 0.5 0.25', 'Cu @ 0.25 0.5 0.75', 'In @ 0 0 0', 'Mn @ 0.5 0 0.5']"
HfBe,28684,616286,AB,"[[-3.333625, 0.0, 0.0], [0.0, 0.0, -3.741339], [-1.666813, -4.984498, 0.0]]","['Be @ 0.438 0.75 0.123', 'Be @ 0.562 0.25 0.877', 'Hf @ 0.849 0.25 0.302', 'Hf @ 0.151 0.75 0.698']"
VNi3,17850,105442,AB3,"[[-3.516699, 0.0, 0.0], [0.0, -3.516699, 0.0], [1.75835, 1.75835, 3.584868]]","['Ni @ 0.5 0.5 0', 'Ni @ 0.75 0.25 0.5', 'Ni @ 0.25 0.75 0.5', 'V @ 0 0 0']"
HoBPd3,8397,44417,ABC3,"[[4.304749, 0.0, 0.0], [0.0, 4.304749, 0.0], [0.0, 0.0, 4.304749]]","['B @ 0.5 0.5 0.5', 'Ho @ 0 0 0', 'Pd @ 0.5 0.5 0', 'Pd @ 0.5 0 0.5', 'Pd @ 0 0.5 0.5']"
KHgF3,3033,15170,ABC3,"[[0.0, 0.0, 4.434854], [-3.119885, -3.15974, 0.0], [3.119885, -3.15974, 0.0]]","['F @ 0 0.5 4.01e-07', 'F @ 0 4.01e-07 0.5', 'F @ 0.5 0.5 0.5', 'Hg @ 0 0.5 0.5', 'K @ 0.5 0 0']"
SrCrO3,18946,108903,ABC3,"[[3.840708, 0.0, 0.0], [0.0, 3.840708, 0.0], [0.0, 0.0, 3.840708]]","['Cr @ 0 0 0', 'O @ 0.5 0 0', 'O @ 0 0.5 0', 'O @ 0 0 0.5', 'Sr @ 0.5 0.5 0.5']"
InSe,6219,32714,AB,"[[4.196637, 0.0, 0.0], [0.0, 4.62729, -0.009773], [-2.098318, -2.056169, 5.597299]]","['In @ 0.116 0.98 0.231', 'In @ 0.884 0.0202 0.769', 'Se @ 0.654 0.644 0.307', 'Se @ 0.346 0.356 0.693']"
Nd3In,11110,59424,AB3,"[[4.977621, 0.0, 0.0], [0.0, 4.977621, 0.0], [0.0, 0.0, 4.977621]]","['In @ 0 0 0', 'Nd @ 0.5 0.5 0', 'Nd @ 0.5 0 0.5', 'Nd @ 0 0.5 0.5']"
LiAg2Ge,15217,85307,ABC2,"[[3.21225, -3.21225, 0.0], [-3.21225, 0.0, -3.21225], [3.21225, 3.21225, 0.0]]","['Ag @ 0.75 0.5 0.25', 'Ag @ 0.25 0.5 0.75', 'Ge @ 0 0 0', 'Li @ 0.5 0 0.5']"
SrPd,30945,648963,AB,"[[-4.215605, 0.0, 0.0], [0.0, 0.0, -4.53848], [-2.107802, -5.661533, 0.0]]","['Pd @ 0.427 0.75 0.147', 'Pd @ 0.573 0.25 0.853', 'Sr @ 0.86 0.25 0.28', 'Sr @ 0.14 0.75 0.72']"
TaGa3,17302,103976,AB3,"[[-3.818392, 0.0, 0.0], [0.0, -3.818392, 0.0], [1.909196, 1.909196, 4.376043]]","['Ga @ 0.5 0.5 0', 'Ga @ 0.75 0.25 0.5', 'Ga @ 0.25 0.75 0.5', 'Ta @ 0 0 0']"
NiSe,20636,162903,AB,"[[3.62099, 0.0, 0.0], [0.0, 3.62099, 0.0], [0.0, 0.0, 5.251721]]","['Ni @ 0 0 0', 'Ni @ 0.5 0.5 0', 'Se @ 0 0.5 0.289', 'Se @ 0.5 0 0.711']"
BaAl2Si2,19717,153385,AB2C2,"[[-4.245205, 0.0, 0.0], [0.0, -4.245205, 0.0], [2.122603, 2.122603, 6.310444]]","['Al @ 0.75 0.25 0.5', 'Al @ 0.25 0.75 0.5', 'Ba @ 0 0 0', 'Si @ 0.636 0.636 0.272', 'Si @ 0.364 0.364 0.728']"
ScNi2Sn,17800,105339,ABC2,"[[3.125392, -3.125392, 0.0], [-3.125392, 0.0, -3.125392], [3.125392, 3.125392, 0.0]]","['Ni @ 0.75 0.5 0.25', 'Ni @ 0.25 0.5 0.75', 'Sc @ 0.5 0 0.5', 'Sn @ 0 0 0']"
SrMgIn3,23548,249592,ABC3,"[[-4.706259, 0.0, 0.0], [0.0, -4.706259, 0.0], [2.35313, 2.35313, 6.359203]]","['In @ 0.611 0.611 0.222', 'In @ 0.25 0.75 0.5', 'In @ 0.389 0.389 0.778', 'Mg @ 0.75 0.25 0.5', 'Sr @ 0 0 0']"
Ca3TlN,25397,411448,ABC3,"[[4.933689, 0.0, 0.0], [0.0, 4.933689, 0.0], [0.0, 0.0, 4.933689]]","['Ca @ 0.5 0.5 0', 'Ca @ 0.5 0 0.5', 'Ca @ 0 0.5 0.5', 'N @ 0.5 0.5 0.5', 'Tl @ 0 0 0']"
HfPbO3,20456,161702,ABC3,"[[4.124279, 0.0, 0.0], [0.0, 4.124279, 0.0], [0.0, 0.0, 4.124279]]","['Hf @ 0.5 0.5 0.5', 'O @ 0.5 0.5 0', 'O @ 0.5 0 0.5', 'O @ 0 0.5 0.5', 'Pb @ 0 0 0']"
LiCu2P2,2275,2734,AB2C2,"[[0.0, -3.869213, 0.0], [-3.869213, 0.0, 0.0], [1.934606, 1.934606, -4.757241]]","['Cu @ 0.75 0.25 0.5', 'Cu @ 0.25 0.75 0.5', 'Li @ 0 0 0', 'P @ 0.613 0.613 0.225', 'P @ 0.387 0.387 0.775']"
Ca3AuN,13042,72942,ABC3,"[[4.8215, 0.0, 0.0], [0.0, 4.8215, 0.0], [0.0, 0.0, 4.8215]]","['Au @ 0 0 0', 'Ca @ 0.5 0.5 0', 'Ca @ 0.5 0 0.5', 'Ca @ 0 0.5 0.5', 'N @ 0.5 0.5 0.5']"
Sm3Ga,17300,103964,AB3,"[[4.803323, 0.0, 0.0], [0.0, 4.803323, 0.0], [0.0, 0.0, 4.803323]]","['Ga @ 0 0 0', 'Sm @ 0.5 0.5 0', 'Sm @ 0.5 0 0.5', 'Sm @ 0 0.5 0.5']"
InCl,2183,2430,AB,"[[-4.271852, 0.0, 0.0], [0.0, 0.0, -4.625934], [-2.135926, -6.15855, 0.0]]","['Cl @ 0.845 0.25 0.309', 'Cl @ 0.155 0.75 0.691', 'In @ 0.388 0.75 0.224', 'In @ 0.612 0.25 0.776']"
LiGa2Rh,18361,106715,ABC2,"[[3.025003, -3.025003, 0.0], [-3.025003, 0.0, -3.025003], [3.025003, 3.025003, 0.0]]","['Ga @ 0.75 0.5 0.25', 'Ga @ 0.25 0.5 0.75', 'Li @ 0.5 0 0.5', 'Rh @ 0 0 0']"
BaTiO3,13238,73628,ABC3,"[[4.015896, -0.001356, -0.001352], [0.009929, 4.015884, -0.001352], [0.009929, 0.009901, 4.015872]]","['Ba @ 9.91e-06 9.94e-06 9.97e-06', 'O @ 0.511 0.511 0.0156', 'O @ 0.511 0.0156 0.511', 'O @ 0.0156 0.511 0.511', 'Ti @ 0.49 0.49 0.49']"
CaZn2Si2,11194,59649,AB2C2,"[[-4.22462, 0.0, 0.0], [0.0, -4.22462, 0.0], [2.11231, 2.11231, 5.116717]]","['Ca @ 0 0 0', 'Si @ 0.615 0.615 0.23', 'Si @ 0.385 0.385 0.77', 'Zn @ 0.75 0.25 0.5', 'Zn @ 0.25 0.75 0.5']"
LaAlO3,6611,35551,ABC3,"[[-0.006296, 3.085285, 2.183278], [2.671486, -1.543435, 2.183278], [2.671486, 1.545493, -2.181821]]","['Al @ 0 0 0', 'La @ 0.5 0.5 0.5', 'O @ 1 0.5 1', 'O @ 0.5 1.27e-06 1', 'O @ 5.8e-08 1 0.5']"
RbUO3,16895,99548,ABC3,"[[4.357875, 0.0, 0.0], [0.0, 4.357875, 0.0], [0.0, 0.0, 4.357875]]","['O @ 0.5 0 0', 'O @ 0 0.5 0', 'O @ 0 0 0.5', 'Rb @ 0.5 0.5 0.5', 'U @ 0 0 0']"
Ti3TlC,7923,42930,ABC3,"[[4.254682, 0.0, 0.0], [0.0, 4.254682, 0.0], [0.0, 0.0, 4.254682]]","['C @ 0.5 0.5 0.5', 'Ti @ 0.5 0.5 0', 'Ti @ 0.5 0 0.5', 'Ti @ 0 0.5 0.5', 'Tl @ 0 0 0']"
Ti3TlN,7924,42931,ABC3,"[[4.201875, 0.0, 0.0], [0.0, 4.201875, 0.0], [0.0, 0.0, 4.201875]]","['N @ 0.5 0.5 0.5', 'Ti @ 0.5 0.5 0', 'Ti @ 0.5 0 0.5', 'Ti @ 0 0.5 0.5', 'Tl @ 0 0 0']"
LaCrO3,7410,41061,ABC3,"[[3.89117, 0.0, 0.0], [0.0, 3.89117, 0.0], [0.0, 0.0, 3.89117]]","['Cr @ 0 0 0', 'La @ 0.5 0.5 0.5', 'O @ 0.5 0 0', 'O @ 0 0.5 0', 'O @ 0 0 0.5']"
TbBRh3,8456,44565,ABC3,"[[4.20948, 0.0, 0.0], [0.0, 4.20948, 0.0], [0.0, 0.0, 4.20948]]","['B @ 0.5 0.5 0.5', 'Rh @ 0.5 0.5 0', 'Rh @ 0.5 0 0.5', 'Rh @ 0 0.5 0.5', 'Tb @ 0 0 0']"
LaF3,20775,164056,AB3,"[[-3.890958, 0.0, 0.0], [0.0, -3.890958, 0.0], [1.945478, 1.945478, 3.099536]]","['F @ 0.5 0.5 0', 'F @ 0.75 0.25 0.5', 'F @ 0.25 0.75 0.5', 'La @ 0 0 0']"
YNiC2,28908,618597,ABC2,"[[-3.597584, 0.0, 0.0], [0.0, -2.26127, -3.005534], [0.0, -2.26127, 3.005534]]","['C @ 0.5 0.545 0.151', 'C @ 0.5 0.849 0.455', 'Ni @ 0.5 0.385 0.615', 'Y @ 0 0.998 0.00201']"
TiNi2Sn,17816,105369,ABC2,"[[3.046299, -3.046299, 0.0], [-3.046299, 0.0, -3.046299], [3.046299, 3.046299, 0.0]]","['Ni @ 0.75 0.5 0.25', 'Ni @ 0.25 0.5 0.75', 'Sn @ 0 0 0', 'Ti @ 0.5 0 0.5']"
YbNi2Sn,17823,105381,ABC2,"[[3.194138, -3.194138, 0.0], [-3.194138, 0.0, -3.194138], [3.194138, 3.194138, 0.0]]","['Ni @ 0.75 0.5 0.25', 'Ni @ 0.25 0.5 0.75', 'Sn @ 0 0 0', 'Yb @ 0.5 0 0.5']"
InCl,2185,2432,AB,"[[4.275998, 0.0, 0.0], [0.0, 0.0, 4.626203], [2.137999, -6.165949, 0.0]]","['Cl @ 0.845 0.734 0.31', 'Cl @ 0.155 0.234 0.69', 'In @ 0.388 0.25 0.224', 'In @ 0.612 0.75 0.776']"
MoRh,18874,108608,AB,"[[4.428389, 0.0, 0.0], [0.0, 2.751955, 0.0], [0.0, 0.0, 4.827027]]","['Mo @ 0.25 0 0.171', 'Mo @ 0.75 0 0.829', 'Rh @ 0.75 0.5 0.325', 'Rh @ 0.25 0.5 0.675']"
